"MONTH","DAY_OF_WEEK","DEP_DEL15","DEP_TIME_BLK","DISTANCE_GROUP","SEGMENT_NUMBER","CONCURRENT_FLIGHTS","NUMBER_OF_SEATS","CARRIER_NAME","AIRPORT_FLIGHTS_MONTH","AIRLINE_FLIGHTS_MONTH","AIRLINE_AIRPORT_FLIGHTS_MONTH","AVG_MONTHLY_PASS_AIRPORT","AVG_MONTHLY_PASS_AIRLINE","FLT_ATTENDANTS_PER_PASS","GROUND_SERV_PER_PASS","PLANE_AGE","DEPARTING_AIRPORT","LATITUDE","LONGITUDE","PREVIOUS_AIRPORT","PRCP","SNOW","SNWD","TMAX","AWND"
1,5,1,"0900-0959",4,1,37,76,"Endeavor Air Inc.",13375,19857,2114,1208249,1212846,0,9.35127761744562e-05,5,"LaGuardia",40.779,-73.876,"NONE",0.03,0.4,0,42,7.61
1,5,0,"1100-1159",4,2,31,70,"SkyWest Airlines Inc.",13375,62105,1044,1208249,3472966,3.41926740144364e-05,9.90027880586417e-05,1,"LaGuardia",40.779,-73.876,"Chicago O'Hare International",0.03,0.4,0,42,7.61
1,5,0,"1800-1859",4,4,32,191,"Delta Air Lines Inc.",13375,73508,1861,1208249,12460183,0.00014416588498786,0.000148660200942204,1,"LaGuardia",40.779,-73.876,"Atlanta Municipal",0.03,0.4,0,42,7.61
1,5,1,"1500-1559",2,5,35,76,"Midwest Airline, Inc.",13375,24623,2396,1208249,1529740,1.25293581928874e-06,0.00012382274422797,11,"LaGuardia",40.779,-73.876,"Douglas Municipal",0.03,0.4,0,42,7.61
1,4,0,"0700-0759",4,1,33,150,"JetBlue Airways",13375,23463,500,1208249,3190369,0.000160038925478751,0.00012686617611397,11,"LaGuardia",40.779,-73.876,"NONE",0,0,0,34,9.17
1,4,0,"1200-1259",4,1,33,157,"Delta Air Lines Inc.",13375,73508,1861,1208249,12460183,0.00014416588498786,0.000148660200942204,27,"LaGuardia",40.779,-73.876,"NONE",0,0,0,34,9.17
1,4,0,"1000-1059",3,2,30,143,"Southwest Airlines Co.",13375,107363,980,1208249,13382999,6.17823630146092e-05,9.88941230999822e-05,15,"LaGuardia",40.779,-73.876,"Chicago Midway International",0,0,0,34,9.17
1,4,0,"1500-1559",3,4,35,69,"Midwest Airline, Inc.",13375,24623,2396,1208249,1529740,1.25293581928874e-06,0.00012382274422797,13,"LaGuardia",40.779,-73.876,"Douglas Municipal",0,0,0,34,9.17
1,1,0,"0700-0759",4,1,33,191,"Delta Air Lines Inc.",13375,73508,1861,1208249,12460183,0.00014416588498786,0.000148660200942204,2,"LaGuardia",40.779,-73.876,"NONE",0,0,0,35,9.84
1,1,0,"0600-0659",6,1,34,181,"American Airlines Inc.",13375,75506,1742,1208249,11744595,9.82082928995461e-05,0.000177287219593097,2,"LaGuardia",40.779,-73.876,"NONE",0,0,0,35,9.84
1,1,1,"1100-1159",5,2,34,76,"Endeavor Air Inc.",13375,19857,2114,1208249,1212846,0,9.35127761744562e-05,11,"LaGuardia",40.779,-73.876,"Des Moines Municipal",0,0,0,35,9.84
1,1,0,"1700-1759",3,4,34,160,"American Airlines Inc.",13375,75506,1742,1208249,11744595,9.82082928995461e-05,0.000177287219593097,3,"LaGuardia",40.779,-73.876,"Chicago O'Hare International",0,0,0,35,9.84
1,1,0,"1800-1859",1,6,35,69,"Midwest Airline, Inc.",13375,24623,2396,1208249,1529740,1.25293581928874e-06,0.00012382274422797,15,"LaGuardia",40.779,-73.876,"Ronald Reagan Washington National",0,0,0,35,9.84
1,3,0,"1600-1659",9,3,23,180,"Delta Air Lines Inc.",11784,73508,4190,1486066,12460183,0.00014416588498786,0.000148660200942204,4,"Detroit Metro Wayne County",42.217,-83.344,"Salt Lake City International",0.03,0,0,35,7.38
1,3,0,"2000-2059",2,5,60,158,"Delta Air Lines Inc.",11784,73508,4190,1486066,12460183,0.00014416588498786,0.000148660200942204,24,"Detroit Metro Wayne County",42.217,-83.344,"Southwest Florida International",0.03,0,0,35,7.38
1,4,0,"1300-1359",2,2,18,99,"American Airlines Inc.",8899,75506,3863,1297685,11744595,9.82082928995461e-05,0.000177287219593097,11,"Philadelphia International",39.868,-75.249,"LaGuardia",1.27,0,0,60,17
1,4,0,"1800-1859",7,2,29,160,"American Airlines Inc.",8899,75506,3863,1297685,11744595,9.82082928995461e-05,0.000177287219593097,18,"Philadelphia International",39.868,-75.249,"Puerto Rico International",1.27,0,0,60,17
1,4,0,"1200-1259",6,2,23,143,"Southwest Airlines Co.",8899,107363,668,1297685,13382999,6.17823630146092e-05,9.88941230999822e-05,12,"Philadelphia International",39.868,-75.249,"Fort Lauderdale-Hollywood International",1.27,0,0,60,17
1,7,1,"1300-1359",4,3,8,143,"Southwest Airlines Co.",3859,107363,783,385767,13382999,6.17823630146092e-05,9.88941230999822e-05,21,"Pittsburgh International",40.497,-80.236,"Friendship International",0.01,0,0,31,6.49
1,6,0,"1800-1859",4,4,19,178,"Spirit Air Lines",8899,15023,283,1297685,2688839,9.17372392570424e-06,0.000124651073071562,4,"Philadelphia International",39.868,-75.249,"Tampa International",0.61,0,0,39,6.71
1,7,0,"0700-0759",6,1,9,180,"Delta Air Lines Inc.",3710,73508,618,404840,12460183,0.00014416588498786,0.000148660200942204,6,"Southwest Florida International",26.536,-81.755,"NONE",0,0,0,75,6.26
1,5,0,"1100-1159",2,2,5,70,"Midwest Airline, Inc.",1955,24623,255,204019,1529740,1.25293581928874e-06,0.00012382274422797,14,"Eppley Airfield",41.302,-95.893,"Newark Liberty International",0,0,0,40,12.3
1,1,1,"2000-2059",8,1,54,180,"Delta Air Lines Inc.",11784,73508,4190,1486066,12460183,0.00014416588498786,0.000148660200942204,2,"Detroit Metro Wayne County",42.217,-83.344,"NONE",0.34,3.9,3.9,36,9.62
1,1,1,"1600-1659",7,3,19,180,"Delta Air Lines Inc.",11784,73508,4190,1486066,12460183,0.00014416588498786,0.000148660200942204,6,"Detroit Metro Wayne County",42.217,-83.344,"Salt Lake City International",0.34,3.9,3.9,36,9.62
1,1,1,"2000-2059",1,8,54,76,"Midwest Airline, Inc.",11784,24623,846,1486066,1529740,1.25293581928874e-06,0.00012382274422797,11,"Detroit Metro Wayne County",42.217,-83.344,"Syracuse Hancock International",0.34,3.9,3.9,36,9.62
1,3,0,"0700-0759",5,1,30,157,"Delta Air Lines Inc.",10278,73508,2527,1680928,12460183,0.00014416588498786,0.000148660200942204,16,"John F. Kennedy International",40.639,-73.777,"NONE",0.07,0,0,46,20.8
1,3,0,"1900-1959",7,2,30,160,"American Airlines Inc.",10278,75506,1464,1680928,11744595,9.82082928995461e-05,0.000177287219593097,18,"John F. Kennedy International",40.639,-73.777,"Chicago O'Hare International",0.07,0,0,46,20.8
1,2,0,"0800-0859",3,1,16,191,"Delta Air Lines Inc.",11206,73508,744,955406,12460183,0.00014416588498786,0.000148660200942204,2,"Ronald Reagan Washington National",38.852,-77.037,"NONE",0,0,0,62,12.3
1,2,1,"1600-1659",5,3,18,124,"United Air Lines Inc.",11206,46218,315,955406,8501631,0.000253804240621594,0.000228985473493263,21,"Ronald Reagan Washington National",38.852,-77.037,"Houston Intercontinental",0,0,0,62,12.3
1,6,0,"1700-1759",4,5,3,76,"SkyWest Airlines Inc.",1380,62105,96,125614,3472966,3.41926740144364e-05,9.90027880586417e-05,3,"Tulsa International",36.198,-95.89,"Salt Lake City International",0,0,2,59,6.26
1,7,0,"1900-1959",4,4,26,181,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,3,"Dallas Fort Worth Regional",32.894,-97.03,"San Antonio International",0,0,0,41,10.29
1,7,1,"2000-2059",3,7,69,79,"Mesa Airlines Inc.",22775,17869,3251,2907365,1191889,0,9.13115711617083e-05,14,"Dallas Fort Worth Regional",32.894,-97.03,"Huntsville International-Carl T Jones Field",0,0,0,41,10.29
1,7,0,"0800-0859",3,1,4,79,"Mesa Airlines Inc.",1745,17869,131,170270,1191889,0,9.13115711617083e-05,16,"Standiford Field",38.18,-85.739,"NONE",0.15,0,0,39,8.72
1,3,0,"0700-0759",7,1,30,172,"American Airlines Inc.",10728,75506,1974,1472200,11744595,9.82082928995461e-05,0.000177287219593097,9,"Logan International",42.364,-71.006,"NONE",0,0,0,41,11.63
1,3,0,"1800-1859",3,6,26,50,"Atlantic Southeast Airlines",10728,12231,62,1472200,473794,0,0.000199805365653493,18,"Logan International",42.364,-71.006,"Cleveland-Hopkins International",0,0,0,41,11.63
1,3,0,"1200-1259",4,2,63,188,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,19,"Dallas Fort Worth Regional",32.894,-97.03,"Phoenix Sky Harbor International",0,0,0,66,12.75
1,3,1,"1000-1059",7,2,74,187,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,18,"Dallas Fort Worth Regional",32.894,-97.03,"Ronald Reagan Washington National",0,0,0,66,12.75
1,3,0,"1600-1659",2,4,52,172,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,10,"Dallas Fort Worth Regional",32.894,-97.03,"Atlanta Municipal",0,0,0,66,12.75
1,3,0,"1000-1059",2,4,74,76,"Mesa Airlines Inc.",22775,17869,3251,2907365,1191889,0,9.13115711617083e-05,10,"Dallas Fort Worth Regional",32.894,-97.03,"Will Rogers World",0,0,0,66,12.75
1,3,0,"1800-1859",2,5,70,160,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,3,"Dallas Fort Worth Regional",32.894,-97.03,"Minneapolis-St Paul International",0,0,0,66,12.75
1,3,0,"2200-2259",1,5,39,172,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,10,"Dallas Fort Worth Regional",32.894,-97.03,"Palm Beach International",0,0,0,66,12.75
1,3,0,"1400-1459",5,1,29,76,"Endeavor Air Inc.",13375,19857,2114,1208249,1212846,0,9.35127761744562e-05,11,"LaGuardia",40.779,-73.876,"NONE",0,0,0,40,12.08
1,3,0,"0600-0659",4,1,34,143,"Southwest Airlines Co.",13375,107363,980,1208249,13382999,6.17823630146092e-05,9.88941230999822e-05,14,"LaGuardia",40.779,-73.876,"NONE",0,0,0,40,12.08
1,3,0,"0900-0959",3,2,37,69,"Midwest Airline, Inc.",13375,24623,2396,1208249,1529740,1.25293581928874e-06,0.00012382274422797,15,"LaGuardia",40.779,-73.876,"Raleigh-Durham International",0,0,0,40,12.08
1,3,0,"2000-2059",1,6,26,76,"Midwest Airline, Inc.",13375,24623,2396,1208249,1529740,1.25293581928874e-06,0.00012382274422797,11,"LaGuardia",40.779,-73.876,"Indianapolis Muni/Weir Cook",0,0,0,40,12.08
1,3,0,"0700-0759",2,1,9,143,"Southwest Airlines Co.",3708,107363,474,404265,13382999,6.17823630146092e-05,9.88941230999822e-05,12,"Cleveland-Hopkins International",41.411,-81.849,"NONE",0,0,1.2,34,11.41
1,3,0,"1000-1059",3,2,10,100,"JetBlue Airways",3708,23463,107,404265,3190369,0.000160038925478751,0.00012686617611397,14,"Cleveland-Hopkins International",41.411,-81.849,"Logan International",0,0,1.2,34,11.41
1,6,0,"1200-1259",5,3,18,145,"Spirit Air Lines",8569,15023,1688,1391212,2688839,9.17372392570424e-06,0.000124651073071562,14,"Fort Lauderdale-Hollywood International",26.074,-80.152,"Atlanta Municipal",0,0,0,78,7.38
1,6,1,"2000-2059",1,4,17,143,"Southwest Airlines Co.",8569,107363,2292,1391212,13382999,6.17823630146092e-05,9.88941230999822e-05,19,"Fort Lauderdale-Hollywood International",26.074,-80.152,"Puerto Rico International",0,0,0,78,7.38
1,5,0,"2100-2159",3,5,16,145,"Spirit Air Lines",8569,15023,1688,1391212,2688839,9.17372392570424e-06,0.000124651073071562,13,"Fort Lauderdale-Hollywood International",26.074,-80.152,"Bradley International",0,0,0,72,9.84
1,7,0,"0700-0759",5,1,26,162,"JetBlue Airways",8569,23463,2010,1391212,3190369,0.000160038925478751,0.00012686617611397,12,"Fort Lauderdale-Hollywood International",26.074,-80.152,"NONE",1.42,0,0,74,8.72
1,2,0,"0800-0859",11,1,13,154,"United Air Lines Inc.",8569,46218,624,1391212,8501631,0.000253804240621594,0.000228985473493263,19,"Fort Lauderdale-Hollywood International",26.074,-80.152,"NONE",0,0,0,80,3.36
1,7,0,"1000-1059",7,2,16,143,"Southwest Airlines Co.",8569,107363,2292,1391212,13382999,6.17823630146092e-05,9.88941230999822e-05,18,"Fort Lauderdale-Hollywood International",26.074,-80.152,"Greater Buffalo International",0,0,0,77,5.37
1,7,0,"2200-2259",2,6,8,143,"Southwest Airlines Co.",8569,107363,2292,1391212,13382999,6.17823630146092e-05,9.88941230999822e-05,20,"Fort Lauderdale-Hollywood International",26.074,-80.152,"Friendship International",0,0,0,77,5.37
1,3,1,"1200-1259",2,2,8,129,"Atlantic Southeast Airlines",3708,12231,483,404265,473794,0,0.000199805365653493,11,"Cleveland-Hopkins International",41.411,-81.849,"Houston Intercontinental",1.18,0,7.1,48,14.76
1,3,1,"1700-1759",2,3,11,175,"Southwest Airlines Co.",3708,107363,474,404265,13382999,6.17823630146092e-05,9.88941230999822e-05,3,"Cleveland-Hopkins International",41.411,-81.849,"McCarran International",1.18,0,7.1,48,14.76
1,3,1,"1800-1859",2,5,8,76,"Midwest Airline, Inc.",3708,24623,59,404265,1529740,1.25293581928874e-06,0.00012382274422797,4,"Cleveland-Hopkins International",41.411,-81.849,"Houston Intercontinental",1.18,0,7.1,48,14.76
1,7,1,"1500-1559",5,3,9,178,"Spirit Air Lines",3708,15023,218,404265,2688839,9.17372392570424e-06,0.000124651073071562,9,"Cleveland-Hopkins International",41.411,-81.849,"Orlando International",0.03,0.7,2,33,14.09
1,3,0,"0700-0759",4,1,27,175,"Southwest Airlines Co.",8569,107363,2292,1391212,13382999,6.17823630146092e-05,9.88941230999822e-05,5,"Fort Lauderdale-Hollywood International",26.074,-80.152,"NONE",0,0,0,82,11.41
1,3,0,"0600-0659",4,1,12,100,"JetBlue Airways",8569,23463,2010,1391212,3190369,0.000160038925478751,0.00012686617611397,6,"Fort Lauderdale-Hollywood International",26.074,-80.152,"NONE",0,0,0,74,7.61
1,2,0,"1000-1059",4,2,16,143,"Southwest Airlines Co.",8569,107363,2292,1391212,13382999,6.17823630146092e-05,9.88941230999822e-05,18,"Fort Lauderdale-Hollywood International",26.074,-80.152,"Puerto Rico International",0,0,0,75,20.13
1,2,0,"1500-1559",5,2,12,143,"Southwest Airlines Co.",8569,107363,2292,1391212,13382999,6.17823630146092e-05,9.88941230999822e-05,14,"Fort Lauderdale-Hollywood International",26.074,-80.152,"Tampa International",0,0,0,75,20.13
1,4,0,"1800-1859",3,1,76,173,"United Air Lines Inc.",23400,46218,5228,3103410,8501631,0.000253804240621594,0.000228985473493263,11,"Chicago O'Hare International",41.978,-87.906,"NONE",0,0,0,35,5.59
1,4,0,"0900-0959",3,2,41,76,"American Eagle Airlines Inc.",23400,23760,4691,3103410,1204766,0.000348407665605004,0.000106867151749004,4,"Chicago O'Hare International",41.978,-87.906,"Jacksonville International",0,0,0,35,5.59
1,4,0,"1900-1959",2,5,61,76,"American Eagle Airlines Inc.",23400,23760,4691,3103410,1204766,0.000348407665605004,0.000106867151749004,3,"Chicago O'Hare International",41.978,-87.906,"Greater Buffalo International",0,0,0,35,5.59
1,4,0,"1600-1659",1,6,43,66,"SkyWest Airlines Inc.",23400,62105,3973,3103410,3472966,3.41926740144364e-05,9.90027880586417e-05,14,"Chicago O'Hare International",41.978,-87.906,"Standiford Field",0,0,0,35,5.59
1,4,0,"2000-2059",1,8,40,50,"American Eagle Airlines Inc.",23400,23760,4691,3103410,1204766,0.000348407665605004,0.000106867151749004,14,"Chicago O'Hare International",41.978,-87.906,"Harrisburg International",0,0,0,35,5.59
1,5,0,"0800-0859",4,2,64,182,"Spirit Air Lines",23400,15023,701,3103410,2688839,9.17372392570424e-06,0.000124651073071562,1,"Chicago O'Hare International",41.978,-87.906,"McCarran International",0.12,1.3,0,31,10.51
1,5,0,"0700-0759",1,2,64,50,"SkyWest Airlines Inc.",23400,62105,3973,3103410,3472966,3.41926740144364e-05,9.90027880586417e-05,19,"Chicago O'Hare International",41.978,-87.906,"Eau Claire Municipal",0.12,1.3,0,31,10.51
1,5,0,"1800-1859",4,4,74,180,"Frontier Airlines Inc.",23400,9496,236,3103410,1857122,0.000115725648276774,7.1346948724339e-06,13,"Chicago O'Hare International",41.978,-87.906,"Orlando International",0.12,1.3,0,31,10.51
1,2,0,"0700-0759",4,1,61,76,"American Eagle Airlines Inc.",23400,23760,4691,3103410,1204766,0.000348407665605004,0.000106867151749004,1,"Chicago O'Hare International",41.978,-87.906,"NONE",0.18,0.5,5.1,33,9.4
1,2,0,"0600-0659",4,1,21,154,"United Air Lines Inc.",23400,46218,5228,3103410,8501631,0.000253804240621594,0.000228985473493263,11,"Chicago O'Hare International",41.978,-87.906,"NONE",0,0.3,9.8,10,14.54
1,2,0,"2000-2059",7,2,30,160,"American Airlines Inc.",23400,75506,4919,3103410,11744595,9.82082928995461e-05,0.000177287219593097,19,"Chicago O'Hare International",41.978,-87.906,"Atlanta Municipal",0,0.3,9.8,10,14.54
1,2,0,"1000-1059",7,2,65,216,"United Air Lines Inc.",23400,46218,5228,3103410,8501631,0.000253804240621594,0.000228985473493263,16,"Chicago O'Hare International",41.978,-87.906,"Orlando International",0,0,0,45,14.54
1,2,0,"1100-1159",3,2,47,160,"American Airlines Inc.",23400,75506,4919,3103410,11744595,9.82082928995461e-05,0.000177287219593097,2,"Chicago O'Hare International",41.978,-87.906,"LaGuardia",0,0,0,45,14.54
1,2,0,"0900-0959",1,2,38,76,"American Eagle Airlines Inc.",23400,23760,4691,3103410,1204766,0.000348407665605004,0.000106867151749004,4,"Chicago O'Hare International",41.978,-87.906,"Port Columbus International",0,0,0,45,14.54
1,2,0,"1800-1859",3,4,72,160,"American Airlines Inc.",23400,75506,4919,3103410,11744595,9.82082928995461e-05,0.000177287219593097,8,"Chicago O'Hare International",41.978,-87.906,"Lambert-St. Louis International",0,0,0,45,14.54
1,2,0,"1700-1759",2,6,41,50,"American Eagle Airlines Inc.",23400,23760,4691,3103410,1204766,0.000348407665605004,0.000106867151749004,15,"Chicago O'Hare International",41.978,-87.906,"Fort Wayne Municipal",0,0,0,45,14.54
1,6,0,"1700-1759",5,3,22,182,"Spirit Air Lines",22775,15023,567,2907365,2688839,9.17372392570424e-06,0.000124651073071562,3,"Dallas Fort Worth Regional",32.894,-97.03,"Los Angeles International",0,0,0,54,14.54
1,6,0,"2000-2059",4,4,42,187,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,8,"Dallas Fort Worth Regional",32.894,-97.03,"McCarran International",0,0,0,54,14.54
1,2,0,"1500-1559",4,3,16,186,"Frontier Airlines Inc.",11861,9496,1129,1823051,1857122,0.000115725648276774,7.1346948724339e-06,1,"Orlando International",28.432,-81.325,"Kent County",0,0,0,73,10.51
1,2,0,"2100-2159",5,6,14,143,"Southwest Airlines Co.",11861,107363,3492,1823051,13382999,6.17823630146092e-05,9.88941230999822e-05,19,"Orlando International",28.432,-81.325,"Puerto Rico International",0,0,0,73,10.51
1,7,1,"2100-2159",2,2,36,124,"United Air Lines Inc.",23400,46218,5228,3103410,8501631,0.000253804240621594,0.000228985473493263,20,"Chicago O'Hare International",41.978,-87.906,"Albany International",0,0,0,40,11.63
1,7,0,"1100-1159",7,2,49,142,"United Air Lines Inc.",23400,46218,5228,3103410,8501631,0.000253804240621594,0.000228985473493263,22,"Chicago O'Hare International",41.978,-87.906,"Logan International",0,0,0,40,11.63
1,1,0,"0900-0959",6,1,50,234,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,4,"Dallas Fort Worth Regional",32.894,-97.03,"NONE",0,0,0,58,17.22
1,1,0,"1300-1359",5,1,29,160,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,4,"Dallas Fort Worth Regional",32.894,-97.03,"NONE",0,0,0,58,17.22
1,1,1,"1100-1159",6,2,31,181,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,2,"Dallas Fort Worth Regional",32.894,-97.03,"Orlando International",0,0,0,58,17.22
1,1,0,"1400-1459",1,4,60,129,"SkyWest Airlines Inc.",22775,62105,1622,2907365,3472966,3.41926740144364e-05,9.90027880586417e-05,11,"Dallas Fort Worth Regional",32.894,-97.03,"Monroe Regional",0,0,0,58,17.22
1,1,0,"1800-1859",3,6,71,66,"SkyWest Airlines Inc.",22775,62105,1622,2907365,3472966,3.41926740144364e-05,9.90027880586417e-05,15,"Dallas Fort Worth Regional",32.894,-97.03,"Allen C Thompson Field",0,0,0,58,17.22
1,1,0,"0600-0659",10,1,20,175,"Southwest Airlines Co.",7380,107363,3250,1023434,13382999,6.17823630146092e-05,9.88941230999822e-05,4,"San Diego International Lindbergh Fl",32.733,-117.187,"NONE",0,0,0,63,10.29
1,1,0,"0900-0959",4,2,24,70,"SkyWest Airlines Inc.",11956,62105,3519,1581456,3472966,3.41926740144364e-05,9.90027880586417e-05,1,"Minneapolis-St Paul International",44.886,-93.218,"Pittsburgh International",0,0,0,58,12.08
1,1,0,"1600-1659",2,3,14,76,"SkyWest Airlines Inc.",11956,62105,3519,1581456,3472966,3.41926740144364e-05,9.90027880586417e-05,4,"Minneapolis-St Paul International",44.886,-93.218,"Chicago O'Hare International",0,0,0,58,12.08
1,1,0,"1900-1959",5,4,26,160,"Delta Air Lines Inc.",11956,73508,4850,1581456,12460183,0.00014416588498786,0.000148660200942204,20,"Minneapolis-St Paul International",44.886,-93.218,"Louis Armstrong New Orleans International",0,0,0,58,12.08
1,1,0,"1700-1759",4,6,37,66,"SkyWest Airlines Inc.",11956,62105,3519,1581456,3472966,3.41926740144364e-05,9.90027880586417e-05,17,"Minneapolis-St Paul International",44.886,-93.218,"Rochester Municipal",0,0,0,58,12.08
1,2,1,"1000-1059",3,2,24,173,"United Air Lines Inc.",13056,46218,1108,1903352,8501631,0.000253804240621594,0.000228985473493263,11,"McCarran International",36.08,-115.152,"Stapleton International",0,0,0,53,17.22
1,1,0,"0600-0659",5,1,6,200,"JetBlue Airways",2408,23463,722,283617,3190369,0.000160038925478751,0.00012686617611397,6,"Palm Beach International",26.682,-80.094,"NONE",0,0,0,69,10.07
1,1,1,"2100-2159",5,1,91,180,"Frontier Airlines Inc.",30842,9496,247,4365661,1857122,0.000115725648276774,7.1346948724339e-06,13,"Atlanta Municipal",33.641,-84.427,"NONE",0,0,0,44,8.5
1,1,0,"1200-1259",2,2,63,150,"JetBlue Airways",30842,23463,281,4365661,3190369,0.000160038925478751,0.00012686617611397,17,"Atlanta Municipal",33.641,-84.427,"Orlando International",0,0,0,44,8.5
1,1,0,"1100-1159",8,2,53,145,"Spirit Air Lines",30842,15023,684,4365661,2688839,9.17372392570424e-06,0.000124651073071562,14,"Atlanta Municipal",33.641,-84.427,"Fort Lauderdale-Hollywood International",0,0,0,44,8.5
1,1,1,"1600-1659",3,4,69,149,"Delta Air Lines Inc.",30842,73508,18809,4365661,12460183,0.00014416588498786,0.000148660200942204,27,"Atlanta Municipal",33.641,-84.427,"Greater Buffalo International",0,0,0,44,8.5
1,1,1,"2000-2059",2,1,33,160,"Delta Air Lines Inc.",9288,73508,3403,1065782,12460183,0.00014416588498786,0.000148660200942204,20,"Salt Lake City International",40.784,-111.967,"NONE",0.61,4,0,47,13.87
1,1,0,"1000-1059",3,2,7,162,"JetBlue Airways",9288,23463,228,1065782,3190369,0.000160038925478751,0.00012686617611397,15,"Salt Lake City International",40.784,-111.967,"Long Beach Daugherty Field",0.61,4,0,47,13.87
1,1,0,"1700-1759",8,4,39,186,"Frontier Airlines Inc.",9288,9496,118,1065782,1857122,0.000115725648276774,7.1346948724339e-06,1,"Salt Lake City International",40.784,-111.967,"Stapleton International",0.61,4,0,47,13.87
1,3,0,"0900-0959",2,2,80,129,"Delta Air Lines Inc.",30842,73508,18809,4365661,12460183,0.00014416588498786,0.000148660200942204,11,"Atlanta Municipal",33.641,-84.427,"Wichita Mid-Continent",0,0,0,44,9.62
1,3,1,"1500-1559",2,4,83,149,"Delta Air Lines Inc.",30842,73508,18809,4365661,12460183,0.00014416588498786,0.000148660200942204,29,"Atlanta Municipal",33.641,-84.427,"Memphis International",0,0,0,44,9.62
1,3,0,"1900-1959",2,6,80,149,"Delta Air Lines Inc.",30842,73508,18809,4365661,12460183,0.00014416588498786,0.000148660200942204,26,"Atlanta Municipal",33.641,-84.427,"Miami International",0,0,0,44,9.62
1,4,0,"0800-0859",3,1,31,160,"American Airlines Inc.",10281,75506,573,1708599,11744595,9.82082928995461e-05,0.000177287219593097,5,"Newark Liberty International",40.696,-74.172,"NONE",0,0,0,34,7.61
1,4,0,"1000-1059",4,2,18,173,"United Air Lines Inc.",10281,46218,4264,1708599,8501631,0.000253804240621594,0.000228985473493263,11,"Newark Liberty International",40.696,-74.172,"Washington Dulles International",0,0,0,34,7.61
1,4,0,"1800-1859",11,3,26,169,"United Air Lines Inc.",10281,46218,4264,1708599,8501631,0.000253804240621594,0.000228985473493263,25,"Newark Liberty International",40.696,-74.172,"Tampa International",0,0,0,34,7.61
1,7,0,"1200-1259",5,2,18,172,"American Airlines Inc.",10281,75506,573,1708599,11744595,9.82082928995461e-05,0.000177287219593097,10,"Newark Liberty International",40.696,-74.172,"Miami International",0,0,0,51,14.99
1,4,0,"0600-0659",11,1,42,199,"Delta Air Lines Inc.",10728,73508,1333,1472200,12460183,0.00014416588498786,0.000148660200942204,21,"Logan International",42.364,-71.006,"NONE",0,0,0,33,9.62
1,4,1,"1800-1859",5,4,26,162,"JetBlue Airways",10728,23463,4013,1472200,3190369,0.000160038925478751,0.00012686617611397,13,"Logan International",42.364,-71.006,"Palm Beach International",0,0,0,33,9.62
1,4,0,"0900-0959",2,2,10,143,"Southwest Airlines Co.",4677,107363,853,573075,13382999,6.17823630146092e-05,9.88941230999822e-05,14,"Raleigh-Durham International",35.875,-78.782,"Nashville International",0.01,0,0,49,4.7
1,4,0,"0700-0759",5,1,46,160,"American Airlines Inc.",22775,75506,11800,2907365,11744595,9.82082928995461e-05,0.000177287219593097,3,"Dallas Fort Worth Regional",32.894,-97.03,"NONE",0,0,0,56,8.05
1,4,0,"1500-1559",5,1,40,178,"Spirit Air Lines",22775,15023,567,2907365,2688839,9.17372392570424e-06,0.000124651073071562,5,"Dallas Fort Worth Regional",32.894,-97.03,"NONE",0,0,0,56,8.05
1,4,0,"1400-1459",3,4,59,79,"Mesa Airlines Inc.",22775,17869,3251,2907365,1191889,0,9.13115711617083e-05,15,"Dallas Fort Worth Regional",32.894,-97.03,"Allen C Thompson Field",0,0,0,56,8.05
1,1,0,"1200-1259",9,2,10,180,"Delta Air Lines Inc.",4845,73508,223,614236,12460183,0.00014416588498786,0.000148660200942204,5,"San Jose International",37.363,-121.941,"Detroit Metro Wayne County",0.01,0,0,56,6.49
1,2,0,"0600-0659",2,1,24,143,"Southwest Airlines Co.",7380,107363,3250,1023434,13382999,6.17823630146092e-05,9.88941230999822e-05,11,"San Diego International Lindbergh Fl",32.733,-117.187,"NONE",0,0,0,61,8.05
1,2,0,"1800-1859",2,7,12,143,"Southwest Airlines Co.",7380,107363,3250,1023434,13382999,6.17823630146092e-05,9.88941230999822e-05,18,"San Diego International Lindbergh Fl",32.733,-117.187,"Metropolitan Oakland International",0,0,0,61,8.05
